junction_id	cell_line	gene_name	kd_gene	A549_log2fc_local	A549_delta_cosi	HeLa_log2fc_local	HeLa_delta_cosi	spearman_r_gtex	KD_split_reads	KD_retention_reads	KD_ctrl_split_reads	KD_ctrl_retention_reads	KD_cosi	KD_ctrl_cosi	KD_delta_cosi	KD_tpm_mean	KD_ctrl_tpm_mean	KD_log2fc_expression	postar_peak	eclip_peak
chr14_72959028_72959111_+	hela	DCAF4	SRSF3	-0.335	0.08	0.233	0.14	0.873	6	111	4	180	0.098	0.043	0.055	3.601	4.707	-0.387	>=500nt	>=500nt
chr14_72959028_72959111_+	hela	DCAF4	SUPT6H	-0.335	0.08	0.233	0.14	0.817	16	308	11	534	0.094	0.04	0.055	6.705	8.383	-0.322	>=500nt	>=500nt
chr14_96945150_96945238_+	hela	VRK1	AGGF1	2.421	0	1.7	0.16	0.806	5	13	4	25	0.435	0.242	0.192	9.147	10.696	-0.226	>=500nt	>=500nt
chr16_8851050_8855034_+	hela	PMM2	MAK16	-2.398	0.09	0.524	0.1	0.726	14	32	5	64	0.467	0.135	0.332	4.838	7.205	-0.575	>=500nt	>=500nt
chr17_57989266_57989649_-	hela	ENSG00000266086	PUM2	-0.179	0.07	0.833	0.12	0.719	222	748	200	908	0.372	0.306	0.067	0.096	0.152	-0.665	>=500nt	>=500nt
chr17_57989269_57989649_-	hela	ENSG00000266086	DDX47	-0.323	0.09	0.585	0.31	0.753	270	206	227	240	0.724	0.654	0.07	0.145	0.191	-0.393	>=500nt	>=500nt
chr17_57989269_57989649_-	hela	ENSG00000266086	SAFB2	-0.323	0.09	0.585	0.31	0.744	100	137	86	177	0.593	0.493	0.101	0.077	0.132	-0.773	>=500nt	>=500nt
chr17_57989269_57989649_-	hela	ENSG00000266086	PUM2	-0.323	0.09	0.585	0.31	0.719	336	363	306	534	0.649	0.534	0.115	0.096	0.152	-0.665	>=500nt	>=500nt
chr17_57989796_57990882_-	hela	ENSG00000266086	RBM25	-0.037	0.03	1.343	0.29	0.772	52	0	130	156	1	0.625	0.375	0.063	0.318	-2.323	>=500nt	>=500nt
chr17_57989796_57990882_-	hela	ENSG00000266086	DDX47	-0.037	0.03	1.343	0.29	0.753	297	334	205	382	0.64	0.518	0.122	0.145	0.191	-0.393	>=500nt	>=500nt
chr17_57989796_57990882_-	hela	ENSG00000266086	SAFB2	-0.037	0.03	1.343	0.29	0.744	127	132	123	169	0.658	0.593	0.065	0.077	0.132	-0.773	>=500nt	>=500nt
chr17_57989796_57990882_-	hela	ENSG00000266086	TIAL1	-0.037	0.03	1.343	0.29	0.713	135	0	108	157	1	0.579	0.421	0	0.137	-Inf	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	ABT1	-0.038	0.43	0.659	0.56	0.891	684	3369	489	3795	0.289	0.205	0.084	215.185	272.586	-0.341	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	ADAR	-0.038	0.43	0.659	0.56	0.836	410	2135	362	2533	0.277	0.222	0.055	135.32	158.101	-0.224	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	BCLAF1	-0.038	0.43	0.659	0.56	0.907	649	2976	628	3869	0.304	0.245	0.059	183.935	254.638	-0.469	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	CCAR1	-0.038	0.43	0.659	0.56	0.914	510	1804	499	2730	0.361	0.268	0.093	99.749	116.946	-0.229	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	CIRBP	-0.038	0.43	0.659	0.56	0.747	712	2272	600	2763	0.385	0.303	0.082	133.412	156.585	-0.231	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	CNOT7	-0.038	0.43	0.659	0.56	0.813	581	3343	401	3189	0.258	0.201	0.057	141.782	161.128	-0.185	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	CPSF6	-0.038	0.43	0.659	0.56	0.905	486	1816	391	2711	0.349	0.224	0.125	55.533	66.814	-0.267	inside_the_intron	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	CSTF2	-0.038	0.43	0.659	0.56	0.833	420	1712	628	3869	0.329	0.245	0.084	210.146	254.638	-0.277	inside_the_intron	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	DAZAP1	-0.038	0.43	0.659	0.56	0.928	759	3687	723	5234	0.292	0.216	0.075	183.26	218.003	-0.25	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	DDX59	-0.038	0.43	0.659	0.56	0.881	182	963	179	1447	0.274	0.198	0.076	37.054	55.708	-0.588	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	FUBP1	-0.038	0.43	0.659	0.56	0.928	870	3128	489	3795	0.357	0.205	0.153	206.323	272.586	-0.402	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	HNRNPA0	-0.038	0.43	0.659	0.56	0.875	436	2516	401	3189	0.257	0.201	0.056	127.719	161.128	-0.335	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	HNRNPA1	-0.038	0.43	0.659	0.56	0.91	720	2619	678	3766	0.355	0.265	0.09	168.4	205.303	-0.286	inside_the_intron	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	HNRNPC	-0.038	0.43	0.659	0.56	0.901	657	1522	550	3332	0.463	0.248	0.215	111.281	178.187	-0.679	inside_the_intron	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	HNRNPL	-0.038	0.43	0.659	0.56	0.936	718	3258	1016	6566	0.306	0.236	0.07	155.099	197.591	-0.349	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	HNRNPLL	-0.038	0.43	0.659	0.56	0.721	177	846	179	1447	0.295	0.198	0.097	43.653	55.708	-0.352	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	HNRNPU	-0.038	0.43	0.659	0.56	0.869	740	2226	678	3766	0.399	0.265	0.135	134.1	205.303	-0.614	<=50nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	SART3	-0.038	0.43	0.659	0.56	0.895	521	3015	401	3189	0.257	0.201	0.056	132.891	161.128	-0.278	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	SF3A3	-0.038	0.43	0.659	0.56	0.867	1171	3567	676	4092	0.396	0.248	0.148	100.487	142.502	-0.504	inside_the_intron	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	SNRNP200	-0.038	0.43	0.659	0.56	0.879	703	2057	446	2603	0.406	0.255	0.151	86.05	116.719	-0.44	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	SRSF3	-0.038	0.43	0.659	0.56	0.898	198	1189	179	1447	0.25	0.198	0.052	46.969	55.708	-0.246	inside_the_intron	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	SRSF4	-0.038	0.43	0.659	0.56	0.912	424	1467	234	1388	0.366	0.252	0.114	157.338	189.287	-0.267	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	STAU1	-0.038	0.43	0.659	0.56	0.778	684	3245	604	3792	0.297	0.242	0.055	111.646	125.439	-0.168	<=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	SUPV3L1	-0.038	0.43	0.659	0.56	0.822	610	2839	525	3273	0.301	0.243	0.058	148.489	243.032	-0.711	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	TIAL1	-0.038	0.43	0.659	0.56	0.916	351	1605	550	3332	0.304	0.248	0.056	101.945	178.187	-0.806	inside_the_intron	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	TRIM56	-0.038	0.43	0.659	0.56	0.793	417	1799	550	3332	0.317	0.248	0.069	90.943	178.187	-0.97	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	UTP3	-0.038	0.43	0.659	0.56	0.817	329	1390	314	1792	0.321	0.26	0.062	109.86	118.625	-0.111	<=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	WDR3	-0.038	0.43	0.659	0.56	0.825	610	3215	513	3826	0.275	0.211	0.064	183.435	198.973	-0.117	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	XPO1	-0.038	0.43	0.659	0.56	0.884	674	3878	489	3795	0.258	0.205	0.053	219.599	272.586	-0.312	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	XPO5	-0.038	0.43	0.659	0.56	0.87	463	2446	399	2775	0.275	0.223	0.051	134.966	155.877	-0.208	>=500nt	>=500nt
chr17_76734562_76735061_-	hela	SRSF2	YTHDC2	-0.038	0.43	0.659	0.56	0.894	458	2314	408	2807	0.284	0.225	0.058	130.411	164.231	-0.333	>=500nt	>=500nt
chr17_78787658_78796317_-	hela	USP36	ZNF622	1.989	0	2.623	0.08	0.74	3	109	0	105	0.052	0	0.052	23.7	28.364	-0.259	>=500nt	>=500nt
chr18_62576652_62584446_+	hela	ZCCHC2	ETF1	-0.345	-0.09	0.396	0.08	0.762	21	161	10	174	0.207	0.103	0.104	29.099	32.304	-0.151	>=500nt	>=500nt
chr18_62576652_62584446_+	hela	ZCCHC2	NSUN2	-0.345	-0.09	0.396	0.08	0.76	14	45	11	109	0.384	0.168	0.216	16.321	21.12	-0.372	>=500nt	>=500nt
chr18_62576652_62584446_+	hela	ZCCHC2	SRSF3	-0.345	-0.09	0.396	0.08	0.788	12	69	11	109	0.258	0.168	0.09	16.363	21.12	-0.368	>=500nt	>=500nt
chr19_48480088_48480750_+	hela	CYTH2	DROSHA	-0.163	0.28	0.244	0.11	0.737	25	168	12	156	0.229	0.133	0.096	16.363	17.658	-0.11	<=500nt	>=500nt
chr19_48480088_48480750_+	hela	CYTH2	HNRNPD	-0.163	0.28	0.244	0.11	0.784	26	201	16	215	0.206	0.13	0.076	30.21	35.299	-0.225	>=500nt	>=500nt
chr19_48480088_48480750_+	hela	CYTH2	MARK2	-0.163	0.28	0.244	0.11	0.79	20	164	18	265	0.196	0.12	0.076	17.261	18.936	-0.134	>=500nt	>=500nt
chr19_48480088_48480750_+	hela	CYTH2	SRSF3	-0.163	0.28	0.244	0.11	0.71	10	53	10	77	0.274	0.206	0.068	5.271	7.787	-0.563	>=500nt	>=500nt
chr19_52584197_52585240_+	hela	ZNF701	MBNL1	NA	NA	1.387	0.06	0.728	3	0	0	39	1	0	1	1.982	4.866	-1.296	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	CALR	0.012	0.08	0.184	0.1	0.713	3	0	2	23	1	0.148	0.852	7.095	7.757	-0.129	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	DDX59	0.012	0.08	0.184	0.1	0.803	5	0	6	17	1	0.414	0.586	5.265	5.76	-0.13	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	DKC1	0.012	0.08	0.184	0.1	0.894	12	58	8	53	0.293	0.232	0.061	17.826	20.393	-0.194	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	FIP1L1	0.012	0.08	0.184	0.1	0.963	16	67	11	59	0.323	0.272	0.052	12.277	14.145	-0.204	<=100nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	G3BP2	0.012	0.08	0.184	0.1	0.762	10	0	0	82	1	0	1	16.013	17.562	-0.133	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	MAK16	0.012	0.08	0.184	0.1	0.854	5	0	2	39	1	0.093	0.907	23.695	29.309	-0.307	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	NSUN2	0.012	0.08	0.184	0.1	0.914	6	0	6	17	1	0.414	0.586	4.094	5.76	-0.493	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	SF3A3	0.012	0.08	0.184	0.1	0.928	22	44	16	43	0.5	0.427	0.073	12.367	17.696	-0.517	>=500nt	>=500nt
chr1_180281386_180288270_-	hela	ACBD6	SNRNP70	0.012	0.08	0.184	0.1	0.781	3	0	6	17	1	0.414	0.586	4.197	5.76	-0.457	>=500nt	>=500nt
chr1_42675448_42676584_+	hela	PPIH	CPSF6	-0.006	0.3	0.193	0.71	0.9	29	202	10	190	0.223	0.095	0.128	12.157	13.844	-0.187	>=500nt	>=500nt
chr1_42675448_42676584_+	hela	PPIH	CPSF7	-0.006	0.3	0.193	0.71	0.861	32	180	16	119	0.262	0.212	0.05	17.344	22.219	-0.357	<=100nt	>=500nt
chr1_42675448_42676584_+	hela	PPIH	NFX1	-0.006	0.3	0.193	0.71	0.887	14	61	8	85	0.315	0.158	0.156	39.18	44.119	-0.171	>=500nt	>=500nt
chr1_42675448_42676584_+	hela	PPIH	SRSF5	-0.006	0.3	0.193	0.71	0.808	10	100	8	161	0.167	0.09	0.076	26.925	34.048	-0.339	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	AGO1	0.716	0.01	0.915	0.2	0.873	82	0	95	36	1	0.841	0.159	11.348	15.028	-0.405	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	CPSF7	0.716	0.01	0.915	0.2	0.907	204	44	145	54	0.903	0.843	0.06	15.513	18.079	-0.221	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	DDX24	0.716	0.01	0.915	0.2	0.808	138	0	109	52	1	0.807	0.193	16.816	18.31	-0.123	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	ESF1	0.716	0.01	0.915	0.2	0.755	208	0	183	65	1	0.849	0.151	13.089	14.273	-0.125	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	EXOSC9	0.716	0.01	0.915	0.2	0.9	221	0	190	44	1	0.896	0.104	18.428	22.27	-0.273	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	FASTKD2	0.716	0.01	0.915	0.2	0.822	109	0	95	36	1	0.841	0.159	12.757	15.028	-0.236	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	FKBP4	0.716	0.01	0.915	0.2	0.715	126	0	131	58	1	0.819	0.181	14.201	19.85	-0.483	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	HDGF	0.716	0.01	0.915	0.2	0.726	103	0	119	41	1	0.853	0.147	14.7	16.598	-0.175	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	NAA15	0.716	0.01	0.915	0.2	0.785	79	0	191	82	1	0.823	0.177	10.097	15.59	-0.627	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	NSUN2	0.716	0.01	0.915	0.2	0.87	24	0	48	17	1	0.85	0.15	3.552	7.544	-1.087	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	PPP1R8	0.716	0.01	0.915	0.2	0.804	85	0	77	31	1	0.832	0.168	13.683	19.296	-0.496	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	RBM15	0.716	0.01	0.915	0.2	0.76	121	0	180	73	1	0.831	0.169	12.323	15.396	-0.321	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	SLBP	0.716	0.01	0.915	0.2	0.785	120	0	191	55	1	0.874	0.126	17.075	19.628	-0.201	>=500nt	>=500nt
chr20_62202843_62203084_+	hela	MTG2	SSB	0.716	0.01	0.915	0.2	0.77	169	26	184	67	0.929	0.846	0.083	15.436	18.616	-0.27	>=500nt	>=500nt
chr21_41798496_41798583_-	hela	PRDM15	MAK16	-0.105	0.12	0.42	0.15	0.835	6	0	5	18	1	0.357	0.643	4.153	5.243	-0.336	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	CCAR1	-0.116	0.16	0.513	0.38	0.785	42	639	27	943	0.116	0.054	0.062	152.778	193.815	-0.343	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	FXR1	-0.116	0.16	0.513	0.38	0.744	177	3131	61	3667	0.102	0.032	0.069	319.472	353.269	-0.145	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	GLRX3	-0.116	0.16	0.513	0.38	0.766	76	1211	30	1428	0.112	0.04	0.071	346.533	378.717	-0.128	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	GRSF1	-0.116	0.16	0.513	0.38	0.831	344	3079	81	2312	0.183	0.065	0.117	199.416	281.187	-0.496	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	HDGF	-0.116	0.16	0.513	0.38	0.817	63	912	90	3615	0.121	0.047	0.074	167.386	349.281	-1.061	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	NKRF	-0.116	0.16	0.513	0.38	0.738	57	923	103	3360	0.11	0.058	0.052	139.499	329.608	-1.24	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	SF3A3	-0.116	0.16	0.513	0.38	0.791	135	2199	45	1777	0.109	0.048	0.061	198.055	228.504	-0.206	>=500nt	>=500nt
chr22_20951265_20953206_+	hela	CRKL	SUPV3L1	-0.116	0.16	0.513	0.38	0.815	130	1922	57	1974	0.119	0.055	0.065	251.913	302.562	-0.264	inside_the_intron	>=500nt
chr2_172596023_172597613_+	hela	PDK1	AQR	0.008	0.19	0.437	0.26	0.732	77	381	96	633	0.288	0.233	0.055	18.923	25.342	-0.421	inside_the_intron	>=500nt
chr2_172596023_172597613_+	hela	PDK1	EIF4A3	0.008	0.19	0.437	0.26	0.815	69	282	131	681	0.329	0.278	0.051	17.286	31.422	-0.862	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	EIF4B	0.008	0.19	0.437	0.26	0.769	90	326	131	681	0.356	0.278	0.078	21.174	31.422	-0.569	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	ETF1	0.008	0.19	0.437	0.26	0.748	49	152	69	322	0.392	0.3	0.092	9.793	21.568	-1.139	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	HNRNPD	0.008	0.19	0.437	0.26	0.731	36	88	44	206	0.45	0.299	0.151	16.139	29.724	-0.881	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	NIP7	0.008	0.19	0.437	0.26	0.748	50	142	69	262	0.413	0.345	0.068	19.362	36.855	-0.929	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	NUFIP2	0.008	0.19	0.437	0.26	0.733	58	250	47	266	0.317	0.261	0.056	15.34	21.63	-0.496	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	PA2G4	0.008	0.19	0.437	0.26	0.787	80	291	59	321	0.355	0.269	0.086	18.894	30.649	-0.698	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	PABPC1	0.008	0.19	0.437	0.26	0.861	78	252	62	304	0.382	0.29	0.093	15.704	22.425	-0.514	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	PCBP2	0.008	0.19	0.437	0.26	0.727	86	335	149	841	0.339	0.262	0.078	23.169	40.825	-0.817	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	RPS19	0.008	0.19	0.437	0.26	0.779	54	196	59	321	0.355	0.269	0.086	14.431	30.649	-1.087	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	SERBP1	0.008	0.19	0.437	0.26	0.812	81	241	59	321	0.402	0.269	0.133	18.338	30.649	-0.741	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	XRCC5	0.008	0.19	0.437	0.26	0.777	98	383	112	582	0.339	0.278	0.061	26.722	34.381	-0.364	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	XRCC6	0.008	0.19	0.437	0.26	0.778	47	172	112	582	0.353	0.278	0.075	14.6	34.381	-1.236	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	XRN2	0.008	0.19	0.437	0.26	0.764	84	305	60	422	0.355	0.221	0.134	17.079	28.622	-0.745	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	ZNF622	0.008	0.19	0.437	0.26	0.712	47	156	53	232	0.376	0.314	0.062	13.528	25.475	-0.913	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	RRP9	0.008	0.19	0.437	0.26	0.71	109	400	60	422	0.353	0.221	0.131	26.644	28.622	-0.103	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	GEMIN5	0.008	0.19	0.437	0.26	0.703	90	312	59	321	0.366	0.269	0.097	25.716	30.649	-0.253	>=500nt	>=500nt
chr2_172596023_172597613_+	hela	PDK1	DAZAP1	0.008	0.19	0.437	0.26	0.701	111	418	126	635	0.347	0.284	0.063	23.924	30.88	-0.368	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	DDX5	1.191	-0.01	0.842	0.22	0.751	9	44	5	62	0.29	0.139	0.151	10.617	13.549	-0.352	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	EIF4A3	1.191	-0.01	0.842	0.22	0.839	26	116	16	152	0.31	0.174	0.136	13.454	14.998	-0.157	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	EIF4G2	1.191	-0.01	0.842	0.22	0.817	18	148	16	245	0.196	0.116	0.08	14.527	15.999	-0.139	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	ILF2	1.191	-0.01	0.842	0.22	0.873	18	92	12	116	0.281	0.171	0.11	14.464	16.428	-0.184	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	PABPC1	1.191	-0.01	0.842	0.22	0.795	32	98	17	120	0.395	0.221	0.174	13.353	16.265	-0.285	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	PNPT1	1.191	-0.01	0.842	0.22	0.846	22	144	18	173	0.234	0.172	0.062	13.238	16.908	-0.353	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	PUF60	1.191	-0.01	0.842	0.22	0.836	21	151	16	245	0.218	0.116	0.102	13.756	15.999	-0.218	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	RAVER1	1.191	-0.01	0.842	0.22	0.837	19	90	12	105	0.297	0.186	0.111	15.911	17.467	-0.135	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	RPS3	1.191	-0.01	0.842	0.22	0.816	6	36	4	60	0.25	0.118	0.132	14.246	15.542	-0.126	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	SAFB2	1.191	-0.01	0.842	0.22	0.809	14	63	9	107	0.308	0.144	0.164	12.261	15.952	-0.38	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	UBE2L3	1.191	-0.01	0.842	0.22	0.728	23	211	16	245	0.179	0.116	0.063	14.713	15.999	-0.121	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	WRN	1.191	-0.01	0.842	0.22	0.905	9	111	7	175	0.14	0.074	0.065	15.33	16.557	-0.111	>=500nt	>=500nt
chr2_207597483_207599080_+	hela	CREB1	XPO1	1.191	-0.01	0.842	0.22	0.928	17	165	5	122	0.171	0.076	0.095	13.991	17.735	-0.342	>=500nt	>=500nt
chr2_240561519_240563674_+	hela	DUSP28	FIP1L1	0.373	-0.05	0.541	0.12	0.732	34	0	29	27	1	0.682	0.318	1.43	1.675	-0.228	>=500nt	>=500nt
chr2_240561519_240563674_+	hela	DUSP28	PABPN1	0.373	-0.05	0.541	0.12	0.763	19	0	29	10	1	0.853	0.147	0.835	1.052	-0.334	>=500nt	>=500nt
chr2_240561519_240563674_+	hela	DUSP28	NFX1	0.373	-0.05	0.541	0.12	0.71	7	0	19	15	1	0.717	0.283	1.865	2.107	-0.176	>=500nt	>=500nt
chr2_240561519_240563674_+	hela	DUSP28	ZRANB2	0.373	-0.05	0.541	0.12	0.708	18	0	24	37	1	0.565	0.435	2.287	2.532	-0.147	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	ASCC1	-0.814	0.18	0.257	0.33	0.827	66	588	56	744	0.183	0.131	0.052	72.535	78.358	-0.111	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	DDX47	-0.814	0.18	0.257	0.33	0.839	85	748	65	1038	0.185	0.111	0.074	65.325	75.694	-0.213	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	DDX51	-0.814	0.18	0.257	0.33	0.818	50	297	27	224	0.252	0.194	0.058	82.302	96.286	-0.226	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	DROSHA	-0.814	0.18	0.257	0.33	0.924	60	362	41	381	0.249	0.177	0.072	62.049	85.789	-0.467	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	EIF4B	-0.814	0.18	0.257	0.33	0.856	70	489	56	744	0.223	0.131	0.092	66.479	78.358	-0.237	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	HNRNPF	-0.814	0.18	0.257	0.33	0.801	61	449	56	601	0.214	0.157	0.057	61.151	75.185	-0.298	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	HNRNPL	-0.814	0.18	0.257	0.33	0.928	74	670	81	1189	0.181	0.12	0.061	70.751	81.765	-0.209	>=500nt	<=500nt
chr6_4060686_4061015_+	hela	PRPF4B	HNRNPU	-0.814	0.18	0.257	0.33	0.933	75	451	82	716	0.25	0.186	0.063	57.936	79.996	-0.465	inside_the_intron	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	KHSRP	-0.814	0.18	0.257	0.33	0.917	112	632	80	823	0.262	0.163	0.099	70.462	82.105	-0.221	inside_the_intron	inside_the_intron
chr6_4060686_4061015_+	hela	PRPF4B	PUM1	-0.814	0.18	0.257	0.33	0.917	143	1043	117	1316	0.215	0.151	0.064	75.241	89.779	-0.255	<=100nt	inside_the_intron
chr6_4060686_4061015_+	hela	PRPF4B	SRP68	-0.814	0.18	0.257	0.33	0.894	72	600	44	564	0.194	0.135	0.059	70.152	88.587	-0.337	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	XRN2	-0.814	0.18	0.257	0.33	0.867	84	582	44	564	0.224	0.135	0.089	56.751	88.587	-0.642	>=500nt	>=500nt
chr6_4060686_4061015_+	hela	PRPF4B	UBE2L3	-0.814	0.18	0.257	0.33	0.709	158	1236	117	1316	0.204	0.151	0.053	81.842	89.779	-0.134	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	BCCIP	-0.954	0.19	0.424	0.38	0.891	164	465	99	578	0.414	0.255	0.158	72.485	90.867	-0.326	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	BOP1	-0.954	0.19	0.424	0.38	0.757	221	113	124	162	0.796	0.605	0.192	43.495	55.343	-0.348	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	CPSF6	-0.954	0.19	0.424	0.38	0.966	181	118	124	162	0.754	0.605	0.149	49.887	55.343	-0.15	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	CPSF7	-0.954	0.19	0.424	0.38	0.906	98	145	65	129	0.575	0.502	0.073	45.038	53.035	-0.236	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	CSTF2	-0.954	0.19	0.424	0.38	0.827	71	320	99	578	0.307	0.255	0.052	81.29	90.867	-0.161	inside_the_intron	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	DDX47	-0.954	0.19	0.424	0.38	0.839	245	239	256	386	0.672	0.57	0.102	65.325	75.694	-0.213	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	DDX55	-0.954	0.19	0.424	0.38	0.923	85	218	81	419	0.438	0.279	0.159	64.551	79.951	-0.309	>=500nt	>=500nt
chr6_4061147_4061655_+	hela	PRPF4B	DDX6	-0.954	0.19	0.424	0.38	0.925	112	413	129	623	0.352	0.293	0.059	56.195	78.358	-0.48	>=500nt	inside_the_intron
